0,run,val_CIDEr,test_CIDEr,val_BLEU_4,test_BLEU_4,best_model_from,epoch,train_loss,val_BLEU_1,val_BLEU_2,val_BLEU_3,val_METEOR,val_ROUGE_L,test_BLEU_1,test_BLEU_2,test_BLEU_3,test_METEOR,test_ROUGE_L,time
resultsfrozentranswithcls,Trans R2Gen with learning,0.493460544065597,0.482309957394336,0.113585477908689,0.135841604856585,val,25,0.748635890850654,0.334127405319218,0.207620835649995,0.148425922839148,0.144035247463978,0.324681003022505,0.392620386824698,0.248362170670764,0.179351587246572,0.166437680722527,0.347483538242679,Sun Sep 11 00:28:13 2022
resultsfrozenswinwithcls,Baseline R2Gen frozen feature encoder,0.236748526042392,0.570534507442355,0.088872918296413,0.132228370326321,test,41,0.284482376392071,0.326295596588005,0.190285699203598,0.126253378936498,0.132286167383998,0.286472611032273,0.365258385221016,0.231340767825562,0.169115772265387,0.153511359516505,0.318533470897411,Fri Sep  2 10:58:45 2022
resultsfrozenswinwithcls,Baseline R2Gen frozen feature encoder 10,0.276804750087368,0.578414151698674,0.119299186026859,0.153145686719238,test,42,0.279340570362715,0.393396821984567,0.244429126602942,0.165947626796718,0.160905955659775,0.327314964576626,0.435581904148581,0.278743876206382,0.199474402011481,0.177890258048654,0.352499558692158,Fri Sep  9 07:09:50 2022
resultsfrozenswinwithcls,Baseline R2Gen frozen feature encoder 2,0.422151629947103,0.553723298641425,0.116797544497207,0.151031584077497,test,95,0.202595710066649,0.387274573645691,0.233453222199846,0.160095803673421,0.156614813351529,0.319042477847576,0.421421634561224,0.269283320489206,0.195481541022142,0.174394431823199,0.348955270498386,Wed Sep  7 12:12:46 2022
resultsfrozenswinwithcls,Baseline R2Gen frozen feature encoder 4,0.300034873983644,0.623156367069252,0.107256600853257,0.15365580888806,test,68,0.209381776933487,0.372620472767388,0.222147772779321,0.149671053502836,0.150314840820344,0.306750356810305,0.41507346680371,0.265614529531034,0.195364614514925,0.171422205823592,0.348939588288569,Fri Sep  9 05:26:10 2022
resultsfrozenswinwithcls,Baseline R2Gen frozen feature encoder 6,0.403926808083128,0.623352349017122,0.106852272596887,0.150900811303646,test,58,0.216584218121492,0.36420049497129,0.21629656837822,0.146801005755134,0.147421980832332,0.31441232880765,0.407860972827114,0.261603456763474,0.192586574555566,0.168364013378535,0.339599997299968,Fri Sep  9 06:58:24 2022
resultsfrozenswinwithcls,Baseline R2Gen frozen feature encoder 8,0.477563488583078,0.610620597779526,0.12601428030711,0.156195750516574,test,33,0.34539183653318,0.392412772683639,0.239354090847971,0.167593551732752,0.153736035926781,0.330223584999291,0.428991443256709,0.272839393631643,0.200002892143851,0.172882207039456,0.354278724194481,Fri Sep  9 06:58:28 2022
resultsfrozenswinwithcls,Baseline R2Gen frozen feature encoder and randomly initialised weights,0.33947807079569,0.566095332201616,0.117501698890541,0.16377454133371,test,43,0.279794991474885,0.406110442551869,0.241719814146013,0.16361102176983,0.152563547778866,0.321351690781765,0.448754524844373,0.285778662133157,0.209842483701699,0.175787995355153,0.348570388484312,Mon Sep  5 18:21:21 2022
resultsfrozenswinwithcls,"Baseline R2Gen frozen feature encoder, no pretraining 2",0.265527886659114,0.625958954435521,0.098163350144058,0.147594366229813,test,54,0.235889676786386,0.391307358238746,0.215968282754244,0.140015829626662,0.145709179756073,0.305175495000034,0.438147613676295,0.266019634720125,0.191102912837613,0.16963328669725,0.341794826689818,Tue Sep  6 17:11:26 2022
resultsfrozenswinwithcls,Baseline R2Gen no pretraining,0.383443159101508,0.576121954332037,0.121232363997382,0.154912399490813,test,35,0.30838490816263,0.40730185481178,0.242246652719121,0.166065123494965,0.158557135473957,0.319116007846137,0.451361357679072,0.280824825310262,0.202768488533808,0.180144640506329,0.351580660365966,Tue Sep  6 22:33:29 2022
resultsfrozenswinwithcls,Baseline R2Gen no pretraining 10,0.408204171123242,0.556195617076325,0.132925185045046,0.159853488603522,test,31,0.325610159222896,0.42394001028043,0.260234826655761,0.180461767450576,0.15940076260689,0.334683373719103,0.463199822211193,0.290253672520914,0.208587156136022,0.178317368633629,0.353400429310983,Thu Sep  8 20:37:03 2022
resultsfrozenswinwithcls,Baseline R2Gen no pretraining 4,0.398805746716382,0.637119866475473,0.128415704214636,0.169724251640298,test,31,0.342184783174441,0.422546217400231,0.253537597076763,0.174825277323607,0.166785967417281,0.33249998935428,0.470874118159799,0.299005927395716,0.218967980508576,0.190945240987235,0.365990988757695,Thu Sep  8 18:48:12 2022
resultsfrozenswinwithcls,Baseline R2Gen no pretraining 6,0.449330649627567,0.56038588822536,0.122611271747892,0.155923568048985,test,24,0.49908532339793,0.399492758839606,0.241900356940189,0.167132422013186,0.16120509477213,0.33794316184188,0.441838968832183,0.280208039698529,0.20351582642508,0.182283440358141,0.359477852356028,Thu Sep  8 19:47:17 2022
resultsfrozenswinwithcls,Baseline R2Gen no pretraining 8,0.358729752126118,0.58367750769624,0.106906239896829,0.149498827536995,test,15,0.93972369157351,0.396575284571412,0.228203271289881,0.150987833212813,0.154788073757329,0.323273860572414,0.437686126779201,0.270025968175163,0.193405674859096,0.174709993358712,0.349058468802989,Thu Sep  8 20:23:39 2022
resultsfrozenswinwithcls,Baseline R2Gen with learning,0.23030386874547,0.623857997032962,0.094097787576831,0.144944236645894,test,13,1.01775246491799,0.360278484174396,0.207881413765533,0.134460139044477,0.144233951777316,0.304758438957603,0.415664518177771,0.261659029018135,0.188215983752292,0.170231078790671,0.344770034087472,Mon Sep  5 22:51:02 2022
resultsfrozenswinwithcls,Baseline R2Gen with learning 10,0.434945682295412,0.6206544645738,0.10552983148853,0.131874178248099,test,13,1.108752650481,0.317491181936912,0.196046869571572,0.13912071289473,0.138158376331538,0.323036489438002,0.359478035365506,0.229676120533937,0.168353309193873,0.157355381760724,0.345175831601058,Fri Sep  9 01:33:05 2022
resultsfrozenswinwithcls,Baseline R2Gen with learning 2,0.335621257513501,0.675170927892363,0.10628957417755,0.160403116639804,test,19,0.689406800728578,0.354434462935921,0.215097942255247,0.146842310756024,0.147621123584323,0.317559386005159,0.418522842458531,0.276393669381054,0.204222059294257,0.178991412370403,0.364070798380676,Wed Sep  7 07:01:40 2022
resultsfrozenswinwithcls,Baseline R2Gen with learning 4,0.351804639995776,0.742126515709183,0.11864227824785,0.172475718844695,test,25,0.430108044926937,0.383640360302962,0.232842580213936,0.160912042653914,0.153931051075146,0.317148948251485,0.434365706204836,0.285499824259189,0.215063813895902,0.180274923130223,0.358700424157761,Fri Sep  9 00:26:57 2022
resultsfrozenswinwithcls,Baseline R2Gen with learning 6,0.386917390100936,0.621020883633071,0.13602087200656,0.171448206529783,test,12,1.13043554746188,0.421391059615577,0.260558439043314,0.181734718802441,0.165710981042534,0.337976525004278,0.467736312558894,0.300889053290361,0.220041374800572,0.18661563981461,0.366141856280688,Fri Sep  9 01:22:07 2022
resultsfrozenswinwithcls,Baseline R2Gen with learning 8,0.372652175785673,0.545532668601703,0.129593864819912,0.151674699751366,test,28,0.351625462449514,0.417358027285928,0.256238328270172,0.175618359675902,0.166004973526253,0.33303879204878,0.429911125304734,0.272878070116501,0.196139015768598,0.176435973269405,0.348585141343703,Fri Sep  9 01:23:27 2022
resultsfrozenswinwithcls,Trans R2Gen with frozen feature encoder,0.281911979508169,0.581187987355211,0.111031940078499,0.143821878483952,test,44,0.181394980274714,0.377029854451097,0.228106210205686,0.152984067802679,0.152245239053371,0.319411058490505,0.409377792050503,0.259085398179604,0.185945930099624,0.168679601366786,0.345656900529654,Mon Sep  5 08:16:52 2022
resultsfrozenswinwithcls,Trans R2Gen with frozen feature encoder 11,0.420424342013301,0.519071305685054,0.118956191424231,0.149458643467106,test,36,0.261086191122348,0.35781241694447,0.22321482262666,0.157097810939147,0.1504782876363,0.320023611859555,0.406768957420905,0.262417715628186,0.191997946772984,0.167924564570421,0.342039127863061,Thu Sep  8 15:32:02 2022
resultsfrozenswinwithcls,Trans R2Gen with frozen feature encoder 2,0.414547274500202,0.651825166409416,0.124841219775309,0.171309573872457,test,23,0.569830459356308,0.400653692864477,0.243503516614262,0.168551997435408,0.159705900716599,0.323771266893036,0.465481855692148,0.300384679060102,0.220487365429443,0.190328748528826,0.363441554161124,Wed Sep  7 17:39:24 2022
resultsfrozenswinwithcls,Trans R2Gen with frozen feature encoder 5,0.457485153411181,0.538140166791967,0.098937571557698,0.126332521663142,test,17,0.791509372454423,0.297031298238431,0.183238568887723,0.129627945317188,0.134507703502714,0.31832912023304,0.345933344167826,0.220638587475045,0.161811886576569,0.152825718631459,0.342891070215147,Thu Sep  8 13:58:43 2022
resultsfrozenswinwithcls,Trans R2Gen with frozen feature encoder 7,0.459223923415651,0.661846463155526,0.130347896743937,0.158958089939068,test,24,0.498562387090463,0.377983125779815,0.239900928197176,0.17062166574614,0.156456346260716,0.334769079395052,0.417024102746457,0.27223994128698,0.201576556362966,0.174065668066815,0.363062954468925,Thu Sep  8 14:51:39 2022
resultsfrozenswinwithcls,Trans R2Gen with frozen feature encoder 9,0.363060302790561,0.582126448900969,0.106308981506236,0.139874119260417,test,28,0.390372574329376,0.357364506576068,0.21416661182471,0.145892951420595,0.148305922259599,0.316619503632798,0.392232607565431,0.249010857295073,0.180251279471845,0.165937660076852,0.34389100365052,Thu Sep  8 15:12:16 2022
resultsfrozenswinwithcls,"Trans R2Gen with frozen feature encoder, no pretraining",0.372569913489938,0.644286738495845,0.108243938645148,0.152439159750663,test,27,0.385234614060475,0.368826550641958,0.215656643035093,0.147168078163699,0.145914024519141,0.316256347077425,0.413318345614419,0.26117230523952,0.193144352658014,0.169148657669724,0.350749291836916,Tue Sep  6 08:53:09 2022
resultsfrozenswinwithcls,"Trans R2Gen with frozen feature encoder, no pretraining 2",0.337661631278986,0.598373102963452,0.110636102752482,0.156660287545395,test,25,0.419651147493949,0.403613468500379,0.232843969225969,0.154633646676717,0.153466275953338,0.319085407949924,0.450635307189589,0.2811779382173,0.202985058441377,0.177896499781999,0.35869737000997,Wed Sep  7 02:46:43 2022
resultsfrozenswinwithcls,Trans R2Gen with learning,0.295870865041432,0.524950240733984,0.098179047100921,0.135231904751828,test,24,0.805296003818512,0.408480983752378,0.220611499990032,0.141469341187052,0.148953145899082,0.306068037259168,0.42892453591604,0.253426416751293,0.178535631873283,0.172323881717789,0.33835623365747,Sun Sep 11 22:01:44 2022
resultsfrozenswinwithcls,Trans R2Gen with learning,0.331781874716861,0.562825366716251,0.099208311239578,0.133031546184647,test,41,0.35347385085546,0.377600778413672,0.215107172772863,0.1390743526747,0.153575925290532,0.312792041221306,0.415082496189541,0.24993542451296,0.174695595140851,0.17320002054266,0.337395569231462,Sun Sep 11 00:28:13 2022
resultsfrozenswinwithcls,Trans R2Gen with learning,0.458589227791661,0.667258375573938,0.13923825985316,0.173771598220689,test,43,0.338455046140231,0.448092911004192,0.271397874523127,0.188183131224478,0.177097398144765,0.342545419116969,0.477918062355039,0.30627691553822,0.224455550697951,0.201019444687808,0.374508301983679,Mon Sep 12 06:24:20 2022
resultsfrozenswinwithcls,Baseline R2Gen frozen feature encoder,0.498225202102558,0.465842490555734,0.117087564108909,0.135638805545399,val,96,0.203483427602511,0.386500903527973,0.234024171085785,0.160396596180981,0.155334846331141,0.328789838990478,0.40958809129677,0.254481279839821,0.1795792128725,0.16573223674459,0.339080026957884,Fri Sep  2 10:58:45 2022
resultsfrozenswinwithcls,Baseline R2Gen frozen feature encoder 2,0.50305838088384,0.472610726091993,0.122261818933293,0.143974305476615,val,100,0.201351413474633,0.400555227489239,0.241739556033355,0.166396432280943,0.16248742966652,0.327838468057748,0.426706140053311,0.268851425921854,0.190954296209941,0.175887621227655,0.341208080266096,Wed Sep  7 12:12:46 2022
resultsfrozenswinwithcls,Baseline R2Gen frozen feature encoder 3,0.46394921455319,0.471211963613521,0.123250119520173,0.141358098334499,val,36,0.313959703651758,0.4053327926672,0.248770933160302,0.170044705265713,0.165448533922115,0.341632742827552,0.437517599259181,0.272351946629079,0.190653784696406,0.179984417923994,0.351533801302595,Fri Sep  9 05:26:10 2022
resultsfrozenswinwithcls,Baseline R2Gen frozen feature encoder 5,0.472220316455392,0.488830697222212,0.117703670001992,0.138487457782398,val,48,0.257297848852781,0.363029298355001,0.223024272374486,0.156212971334676,0.151172468202563,0.330678726348577,0.413415865904512,0.258435156109089,0.183640760395886,0.169767003600705,0.346816122943081,Fri Sep  9 06:58:24 2022
resultsfrozenswinwithcls,Baseline R2Gen frozen feature encoder 7,0.521126196997487,0.453002061313393,0.123395975915622,0.137985126411759,val,46,0.262717776573621,0.374330341659594,0.23226164528422,0.163464224627704,0.15642303022987,0.334296282657954,0.404914081070905,0.253080870223369,0.181283332478762,0.168282522854726,0.339586046971388,Fri Sep  9 06:58:28 2022
resultsfrozenswinwithcls,Baseline R2Gen frozen feature encoder 9,0.500838770749064,0.441346861900391,0.106639188750828,0.128344193015215,val,49,0.255415366590023,0.327429643709907,0.200616945580136,0.141128650011633,0.141042218947096,0.324365401027984,0.37640660881607,0.233978527886617,0.167506364168872,0.157994384334023,0.336259089078785,Fri Sep  9 07:09:50 2022
resultsfrozenswinwithcls,"Baseline R2Gen frozen feature encoder, no pretraining",0.374816885245502,0.473048049938449,0.076474381580085,0.102116659224435,val,82,0.223836385974517,0.243285402747885,0.142749222358324,0.100301068994441,0.111751578554629,0.298788308876521,0.286960298610071,0.176260458627952,0.129424452478604,0.129678125320943,0.318974109204029,Mon Sep  5 18:21:21 2022
resultsfrozenswinwithcls,"Baseline R2Gen frozen feature encoder, no pretraining 2",0.37596169579246,0.466394869862464,0.120862397449158,0.145211496785843,val,25,0.479448945017961,0.37186832006683,0.236069306567268,0.163244609508805,0.161007685360692,0.339650114385211,0.417840316780935,0.271379978386438,0.1922209667509,0.179929594514859,0.361956956980555,Tue Sep  6 17:11:26 2022
resultsfrozenswinwithcls,Baseline R2Gen no pretraining,0.427310896674091,0.433214121756657,0.085864849319072,0.102953889319685,val,39,0.282954140351369,0.285302195849964,0.169369269745548,0.116071094616362,0.13176399494711,0.322211622647956,0.328537654965421,0.19984138405861,0.138811947889492,0.148169162798386,0.339848404239526,Tue Sep  6 22:33:29 2022
resultsfrozenswinwithcls,Baseline R2Gen no pretraining 3,0.477074830720309,0.502932492515748,0.120607072724822,0.141781338673036,val,23,0.539287361731896,0.369426323944689,0.228539584320052,0.161098406618916,0.154309657893008,0.330601318305408,0.413144307960203,0.261207770309357,0.187974360193509,0.173443862499927,0.350798995286994,Thu Sep  8 18:48:12 2022
resultsfrozenswinwithcls,Baseline R2Gen no pretraining 5,0.449330649627567,0.56038588822536,0.122611271747892,0.155923568048985,val,24,0.49908532339793,0.399492758839606,0.241900356940189,0.167132422013186,0.16120509477213,0.33794316184188,0.441838968832183,0.280208039698529,0.20351582642508,0.182283440358141,0.359477852356028,Thu Sep  8 19:47:17 2022
resultsfrozenswinwithcls,Baseline R2Gen no pretraining 7,0.454919743245871,0.460149985430862,0.0994865817053,0.13103407873684,val,22,0.571660874898617,0.316332889319932,0.191535742599468,0.13391919650915,0.138277562522398,0.320613926568686,0.37549779193042,0.237444134737826,0.171552172847614,0.161457515518131,0.34335486502278,Thu Sep  8 20:23:39 2022
resultsfrozenswinwithcls,Baseline R2Gen no pretraining 9,0.494004397789924,0.507487536781642,0.12707027899365,0.148963177094497,val,32,0.318062300636218,0.390870391930682,0.242076792092487,0.170546701136507,0.161633277994453,0.336115139605408,0.439462308792648,0.279241467240296,0.199919969601971,0.183439731352324,0.35912049561011,Thu Sep  8 20:37:03 2022
resultsfrozenswinwithcls,Baseline R2Gen with learning,0.490920757924585,0.475227822171001,0.116712028757466,0.138704694569668,val,24,0.44501296877861,0.359171094370349,0.223729730275765,0.156488447028836,0.150363043204377,0.332603702782587,0.394212952994916,0.252500416436895,0.181935470670244,0.163562457703642,0.343849460665484,Mon Sep  5 22:51:02 2022
resultsfrozenswinwithcls,Baseline R2Gen with learning 2,0.44328263754251,0.471399927240603,0.131346933827129,0.150089772472864,val,20,0.642112755775452,0.417995127485084,0.259040536281699,0.180469775619431,0.169752657323827,0.344036956041124,0.45111856905155,0.285677654655827,0.202300455386704,0.184773227806407,0.359217350851039,Wed Sep  7 07:01:40 2022
resultsfrozenswinwithcls,Baseline R2Gen with learning 3,0.47179210678104,0.483532465618347,0.12453504337259,0.126236330770963,val,35,0.244968795203246,0.381233795842289,0.236783494207643,0.165400333337141,0.155218664307106,0.321864157726981,0.399754392149107,0.245867963863529,0.170448474687318,0.162826442170745,0.33641912224877,Fri Sep  9 00:26:57 2022
resultsfrozenswinwithcls,Baseline R2Gen with learning 5,0.443521062114704,0.489169183493335,0.137976136661297,0.147230083015909,val,34,0.263664547067422,0.40841489835314,0.258746525850319,0.182365164799994,0.165654131196495,0.329698713151129,0.429662414485814,0.273164748608147,0.193243020959799,0.176476296438662,0.345788879548822,Fri Sep  9 01:22:07 2022
resultsfrozenswinwithcls,Baseline R2Gen with learning 7,0.470673830397289,0.498520105553723,0.11775987710032,0.135967903526051,val,24,0.464689230918884,0.346888064080392,0.215050913467497,0.153110837916083,0.146404246047111,0.32855009973857,0.384782026128329,0.245149197284119,0.177033499202759,0.1597841616875,0.339203389914558,Fri Sep  9 01:23:27 2022
resultsfrozenswinwithcls,Baseline R2Gen with learning 9,0.45649757010647,0.532569800447913,0.135444220804872,0.141933306539693,val,25,0.477746720726673,0.388628588345737,0.245743335419013,0.175976680004099,0.158308069843444,0.335645057800319,0.409153208282681,0.256779676872786,0.184044825116496,0.168946233201199,0.346541397386642,Fri Sep  9 01:33:05 2022
resultsfrozenswinwithcls,Trans R2Gen with frozen feature encoder 10,0.490913753459734,0.352407100517268,0.12684890674009,0.122115699809862,val,37,0.249381226988939,0.376555206980658,0.233977631995251,0.165860257933662,0.157407564322463,0.330543607330974,0.404423604148825,0.246370798700819,0.168162692234555,0.16640323737037,0.336044334840578,Thu Sep  8 15:32:02 2022
resultsfrozenswinwithcls,Trans R2Gen with frozen feature encoder 2,0.454439913092695,0.371384452827049,0.139007529413321,0.14357374136652,val,32,0.323745994384472,0.419960162672053,0.265989539960499,0.186353138271413,0.167001431862207,0.331961807244477,0.446662660855128,0.2813925931967,0.195491679429226,0.178908442741053,0.346037486491238,Wed Sep  7 17:39:24 2022
resultsfrozenswinwithcls,Trans R2Gen with frozen feature encoder 3,0.551100847458308,0.527558140266975,0.120930652209161,0.141848748782294,val,39,0.221137013114416,0.379893603528843,0.233536517855357,0.161445001776256,0.15402198118349,0.331664299894451,0.405282573864492,0.256327179473776,0.184213857705612,0.168324673627009,0.34516965389898,Mon Sep  5 08:16:52 2022
resultsfrozenswinwithcls,Trans R2Gen with frozen feature encoder 4,0.457485153411181,0.538140166791967,0.098937571557698,0.126332521663142,val,17,0.791509372454423,0.297031298238431,0.183238568887723,0.129627945317188,0.134507703502714,0.31832912023304,0.345933344167826,0.220638587475045,0.161811886576569,0.152825718631459,0.342891070215147,Thu Sep  8 13:58:43 2022
resultsfrozenswinwithcls,Trans R2Gen with frozen feature encoder 6,0.546752879966006,0.527561867932628,0.109340300976781,0.13435330587136,val,29,0.364409539791254,0.331722710800348,0.203619513474784,0.143188272307647,0.140415942276178,0.328944402829778,0.369936623265055,0.236036059205523,0.172488634872133,0.155848831829856,0.343641615073481,Thu Sep  8 14:51:39 2022
resultsfrozenswinwithcls,Trans R2Gen with frozen feature encoder 8,0.485091855243475,0.468765518103569,0.117692666203009,0.130703262248828,val,35,0.264694707897993,0.381513843841162,0.232341412473384,0.15910470422173,0.153648337915349,0.326655581119651,0.396595205778151,0.247460905339962,0.173791718785823,0.161899494043847,0.335673387741062,Thu Sep  8 15:12:16 2022
resultsfrozenswinwithcls,"Trans R2Gen with frozen feature encoder, no pretraining",0.413578782398618,0.471617331354252,0.109378229926338,0.135697865924378,val,25,0.433379974502784,0.351187319100154,0.210470779411476,0.146908858641853,0.145722120983553,0.316102626242044,0.404814756222098,0.252793397751489,0.180765410332147,0.168496721269648,0.345378504270682,Tue Sep  6 08:53:09 2022
resultsfrozenswinwithcls,"Trans R2Gen with frozen feature encoder, no pretraining 2",0.400035249178958,0.512236599284207,0.100676629151148,0.122878991651956,val,13,1.00893717820828,0.335594970304598,0.193520749789579,0.133614582423251,0.131608661745466,0.309051881446711,0.36487464224132,0.220595572777507,0.158914064561029,0.146714391958114,0.328132366959155,Wed Sep  7 02:46:43 2022
resultsfrozenswinwithcls,Trans R2Gen with learning,0.399513173253764,0.471696129051438,0.088476016665304,0.115342404412077,val,47,0.318281731238732,0.289898244402771,0.170692018453279,0.117803770287071,0.124691778485544,0.310094081636342,0.328783564952831,0.20317085759875,0.147751158042425,0.140961787451777,0.328208987130409,Sun Sep 11 22:01:44 2022
resultsfrozenswinwithcls,Trans R2Gen with learning,0.463837359136556,0.514578954178049,0.116877271500237,0.14086819757174,val,45,0.320559475513605,0.351087401114924,0.217475023972983,0.154433984215539,0.148896864253371,0.32752245846319,0.408439004096231,0.258655049653948,0.186546232605551,0.171527998810552,0.350344320227975,Mon Sep 12 06:24:20 2022
resultsfrozenswinwithcls,Trans R2Gen with learning,0.493460544065597,0.482309957394336,0.113585477908689,0.135841604856585,val,25,0.748635890850654,0.334127405319218,0.207620835649995,0.148425922839148,0.144035247463978,0.324681003022505,0.392620386824698,0.248362170670764,0.179351587246572,0.166437680722527,0.347483538242679,Sun Sep 11 00:28:13 2022
